976052857.337284, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052857.337916, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052857.349227, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052857.440837, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052857.543535, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052857.640313, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052857.742491, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052857.840163, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052857.940967, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052858.404130, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052858.139632, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052858.239999, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052858.341778, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052858.439994, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052858.539205, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052858.643099, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052858.740641, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052858.840769, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052858.939224, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052859.432690, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052859.140149, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052859.240654, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052859.339594, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052859.440236, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052859.540294, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052859.655728, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052859.739330, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052859.839988, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052859.940106, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052860.423480, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052860.144032, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052860.240709, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052860.344963, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052860.441888, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052860.545228, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052860.640861, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052860.741164, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052860.840363, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052860.939432, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052861.404370, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052861.140955, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052861.240424, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052861.339467, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052861.440943, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052861.540773, 0, 0, 0, 0.000000, 0.000000, 1.573255
976052861.640507, 0, 0, 0, 0.000000, 0.000000, 1.573255
